dest,source 
"36629 : Bên cạnh đó , Thủ_tướng cũng đồng_ý về nguyên_tắc thành_lập Tổng_công_ty Cảng hàng_không miền Nam trên cơ_sở tổ_chức lại Cụm_Cảng hàng_không miền Nam",",36629,Bên,cạnh,Thủ_tướng,đồng_ý,nguyên_tắc,thành_lập,Tổng_công_ty,Cảng,hàng_không,miền,Nam,cơ_sở,tổ_chức,Cụm_Cảng,hàng_không,miền,Nam"
"66493 : Mới_đây , theo quyết_định của Chính_phủ , Tổng_Công_ty Thép Việt_Nam sẽ tiếp_nhận Công_ty cổ_phần Giao_nhận kho vận ngoại_thương Việt_Nam vào hệ_thống các công_ty_con",",66493,Mới_đây,quyết_định,Chính_phủ,Tổng_Công_ty,Thép,Việt_Nam,tiếp_nhận,Công_ty,cổ_phần,Giao_nhận,kho,vận,ngoại_thương,Việt_Nam,hệ_thống,công_ty_con"
"69119 : Theo thông_tin từ phía lãnh_đạo tập_đoàn Bảo Việt , nhà đầu_tư nước_ngoài này cũng đang triển_khai kế_hoạch tăng vốn sở_hữu tại tập_đoàn",",69119,Theo,thông_tin,lãnh_đạo,tập_đoàn,Bảo,Việt,đầu_tư,nước_ngoài,triển_khai,kế_hoạch,vốn,sở_hữu,tập_đoàn"
"69944 : Theo đại_diện HT2 : "" Tỷ_lệ này cũng đã được Hội_đồng quản_trị hai công_ty trao_đổi thống_nhất và xin ý_kiến Tổng_công_ty công_nghiệp xi_măng Việt_Nam """,",69944,Theo,đại_diện,HT2,Tỷ_lệ,Hội_đồng,quản_trị,hai,công_ty,trao_đổi,thống_nhất,ý_kiến,Tổng_công_ty,công_nghiệp,xi_măng,Việt_Nam"
"86300 : Phó_thủ_tướng Nguyễn_Thiện_Nhân giao Bộ Y_tế chủ_trì phối_hợp với Bộ Kế_hoạch đầu_tư , Tổng_công_ty Dược Việt_Nam - đơn_vị quản_lý Công_ty cổ_phần Dược_liệu TW2 xem_xét thận_trọng",",86300,Phó_thủ_tướng,Nguyễn_Thiện_Nhân,giao,Bộ,Y_tế,chủ_trì,phối_hợp,Bộ,Kế_hoạch,đầu_tư,Tổng_công_ty,Dược,Việt_Nam,quản_lý,Công_ty,cổ_phần,Dược_liệu,TW2,xem_xét,thận_trọng"
"94600 : VnSteel cũng là đơn_vị đầu_tiên trong 18 Tổng_công_ty 91 ( bao_gồm cả Tập_đoàn Dầu_khí , Bưu_chính - Viễn_thông , Điện_lực , Than - Khoáng_sản … ) tiến_hành cổ_phần_hóa theo chủ_trương của Chính_phủ",",94600,VnSteel,18,Tổng_công_ty,91,bao_gồm,Tập_đoàn,Dầu_khí,Bưu_chính,Viễn_thông,Điện_lực,Than,Khoáng_sản,…,tiến_hành,cổ_phần_hóa,chủ_trương,Chính_phủ"
"97627 : Sau khi ký được hợp_đồng với đối_tác_chiến_lược , đại_diện Tổng_công_ty Thép cho biết sẽ tiến_hành tăng vốn điều_lệ của doanh_nghiệp lên 8",",97627,Sau,ký,hợp_đồng,đối_tác_chiến_lược,đại_diện,Tổng_công_ty,Thép,tiến_hành,vốn,điều_lệ,doanh_nghiệp,8"
000 đồng,",000,đồng"
114339 : Tập_đoàn công_nghiệp cao_su Việt_Nam đã giao cho Công_ty Tài_chính trách_nhiệm hữu_hạn một thành_viên cao_su Việt_Nam làm đại_diện phần vốn này tại RUBSE,",114339,Tập_đoàn,công_nghiệp,cao_su,Việt_Nam,giao,Công_ty,Tài_chính,trách_nhiệm,hữu_hạn,thành_viên,cao_su,Việt_Nam,đại_diện,vốn,RUBSE"
"115435 : Ngày 15 / 8 , Chủ_tịch Ủy_ban chứng_khoán Nhà_nước cấp Giấy chứng_nhận chào_bán cổ_phiếu ra_công_chúng cho Tổng_công_ty dung_dịch khoan và hóa phẩm dầu_khí - Công_ty cổ_phần ( mã PVC )",",115435,Ngày,15,8,Chủ_tịch,Ủy_ban,chứng_khoán,Nhà_nước,Giấy,chứng_nhận,chào_bán,cổ_phiếu,ra_công_chúng,Tổng_công_ty,dung_dịch,khoan,hóa,phẩm,dầu_khí,Công_ty,cổ_phần,mã,PVC"
119803 : Bộ xây_dựng vừa có văn_bản chấp_thuận cho Tập_đoàn phát_triển nhà và đô_thị ( HUD ) được phát_hành trái_phiếu doanh_nghiệp với giá_trị lên tới 600 tỷ đồng,",119803,Bộ,xây_dựng,văn_bản,chấp_thuận,Tập_đoàn,phát_triển,đô_thị,HUD,phát_hành,trái_phiếu,doanh_nghiệp,600,tỷ,đồng"
"124278 : Trước đó , theo ông Trần_Ngọc_Thuận - Chủ_tịch HĐQT kiêm Tổng_giám_đốc Tập_đoàn Công_nghiệp cao_su Việt_Nam ( VRG ) , tập_đoàn này vừa hoàn_thành đề_án tái_cấu_trúc hoạt_động",",124278,Trước,Trần_Ngọc_Thuận,Chủ_tịch,HĐQT,kiêm,Tổng_giám_đốc,Tập_đoàn,Công_nghiệp,cao_su,Việt_Nam,VRG,tập_đoàn,hoàn_thành,đề_án,tái_cấu_trúc,hoạt_động"
"125665 : Với kết_quả đó , Công_ty HUD3 đã thực_hiện rút hết vốn đầu_tư tại HUD8 theo chủ_trương tái_cơ_cấu danh_mục đầu_tư của Tập_đoàn HUD",",125665,Với,kết_quả,Công_ty,HUD3,rút,vốn,đầu_tư,HUD8,chủ_trương,tái_cơ_cấu,danh_mục,đầu_tư,Tập_đoàn,HUD"
146507 : Công_ty chính_thức chuyển thành Công_ty cổ_phần công_nghiệp TungKuang theo giấy_phép số 1191 CPH / GP do Bộ_trưởng Bộ Kế_hoạch và Đầu_tư cấp này ngày 9 / 8 / 2005,",146507,Công_ty,chính_thức,thành,Công_ty,cổ_phần,công_nghiệp,TungKuang,giấy_phép,1191,CPH,GP,Bộ_trưởng,Bộ,Kế_hoạch,Đầu_tư,9,8,2005"
165582 : Công_ty TNHH MTV Cảng Quy_Nhơn_hiện do Vinalines sở_hữu 100 % và là đơn_vị đầu_tiên được cổ_phần_hóa theo Đề_án tái_cơ_cấu Tổng_công_ty Hàng_hải Việt_Nam giai_đoạn 2012 - 2015,",165582,Công_ty,TNHH,MTV,Cảng,Quy_Nhơn_hiện,Vinalines,sở_hữu,100,cổ_phần_hóa,Đề_án,tái_cơ_cấu,Tổng_công_ty,Hàng_hải,Việt_Nam,giai_đoạn,2012,2015"
"171350 : Khoản thu 369,4 tỷ đồng từ việc bán vốn tại Ngân_hàng Kỹ Thương Việt_Nam ( Techcombank ) vừa được Tổng_công_ty Hàng_không Việt_Nam ( Vietnam_Airlines ) báo_cáo lên Bộ Giao_thông Vận_tải",",171350,Khoản,thu,3694,tỷ,đồng,vốn,Ngân_hàng,Kỹ,Thương,Việt_Nam,Techcombank,Tổng_công_ty,Hàng_không,Việt_Nam,Vietnam_Airlines,báo_cáo,Bộ,Giao_thông,Vận_tải"
"171632 : Bản_thân doanh_nghiệp của bà là Tập_đoàn Tân_Tạo cũng vừa được cơ_quan_chức_năng tao điều_kiện cho thực_hiện tiếp dự_án trung_tâm nhiệt_điện Kiên_Lương 6,7 tỷ USD",",171632,Bản_thân,doanh_nghiệp,Tập_đoàn,Tân_Tạo,cơ_quan_chức_năng,tao,tiếp,dự_án,trung_tâm,nhiệt_điện,Kiên_Lương,67,tỷ,USD"
"178618 : Đầu tháng 6 , Tập_đoàn Công_nghiệp Than - Khoáng_sản Việt_Nam ( Vinacomin ) và Tập_đoàn Cao_su Việt_Nam đã công_bố rút vốn tại SHS để thực_hiện theo kế_hoạch cổ_phần_hóa",",178618,Đầu,6,Tập_đoàn,Công_nghiệp,Than,Khoáng_sản,Việt_Nam,Vinacomin,Tập_đoàn,Cao_su,Việt_Nam,công_bố,rút,vốn,SHS,kế_hoạch,cổ_phần_hóa"
180135 : Tập_đoàn Dệt_may Việt_Nam ( Vinatex ) vừa được cơ_quan quản_lý phê_duyệt nhà đầu_tư chiến_lược là Tập_đoàn Vingroup ( HOSE : VIC ) và Tập_đoàn Đầu_tư Phát_triển Việt_Nam ( VID ),",180135,Tập_đoàn,Dệt_may,Việt_Nam,Vinatex,cơ_quan,quản_lý,phê_duyệt,đầu_tư,chiến_lược,Tập_đoàn,Vingroup,HOSE,VIC,Tập_đoàn,Đầu_tư,Phát_triển,Việt_Nam,VID"
187475 : Công_ty TNHH MTV Lọc_hóa dầu Bình_Sơn ( BSR ) vừa công_bố sẽ bán đấu_giá phần vốn Nhà_nước tại Công_ty Nhà và Thương_mại Dầu_khí ( PVBuilding ),",187475,Công_ty,TNHH,MTV,Lọc_hóa,dầu,Bình_Sơn,BSR,công_bố,đấu_giá,vốn,Nhà_nước,Công_ty,Nhà,Thương_mại,Dầu_khí,PVBuilding"
"190980 : Sau thời_gian dài chờ_đợi , phương_án thoái vốn của Bộ Công_Thương tại Tổng_công_ty Bia - Rượu - Nước_giải_khát Sài_Gòn ( Sabeco , mã CK : SAB ) đã được công_bố",",190980,Sau,chờ_đợi,phương_án,thoái,vốn,Bộ,Công_Thương,Tổng_công_ty,Bia,Rượu,Nước_giải_khát,Sài_Gòn,Sabeco,mã,CK,SAB,công_bố"
"NHÓM 1 - 2 82358 : Sau_này , vị cựu quan_chức của UBCK chỉ giữ chức Tổng_giám_đốc và thành_viên hội_đồng quản_trị chứ không còn đảm_nhiệm việc đại_diện phần vốn của Ngân_hàng Phát_triển",",NHÓM,1,2,82358,Sau_này,vị,cựu,quan_chức,UBCK,chức,Tổng_giám_đốc,thành_viên,hội_đồng,quản_trị,đảm_nhiệm,đại_diện,vốn,Ngân_hàng,Phát_triển"
"87700 : Trả_lời báo_chí , Chủ_tịch Hội_đồng quản_trị , kiêm Tổng_giám_đốc Khoáng_sản Sài_Gòn - Quy_Nhơn Nguyễn Trần_Triệu_Thanh và cổ_đông lớn Đặng Thành_Tâm ( ông Tâm sở_hữu 60 % cổ_phần SQC ) đều khẳng_định doanh_nghiệp không cố_tình giấu thông_tin",",87700,Trả_lời,báo_chí,Chủ_tịch,Hội_đồng,quản_trị,kiêm,Tổng_giám_đốc,Khoáng_sản,Sài_Gòn,Quy_Nhơn,Nguyễn,Trần_Triệu_Thanh,cổ_đông,Đặng,Thành_Tâm,Tâm,sở_hữu,60,cổ_phần,SQC,doanh_nghiệp,cố_tình,giấu,thông_tin"
"92295 : Trong ban lãnh_đạo mới của VIX , ngoài ông Thụy là Chủ_tịch Hội_đồng quản_trị , còn có bà Nguyễn_Thị_Vui - Kế_toán_trưởng , cũng là một lãnh_đạo của Tập_đoàn Xuân_Thành",",92295,Trong,ban,lãnh_đạo,VIX,Thụy,Chủ_tịch,Hội_đồng,quản_trị,Nguyễn_Thị_Vui,Kế_toán_trưởng,lãnh_đạo,Tập_đoàn,Xuân_Thành"
"93480 : Bên cạnh đó , Hội_đồng quản_trị AAA cũng đề_xuất miễn_nhiệm chức_vụ Tổng_giám_đốc của ông Phạm_Ánh_Dương và bổ_nhiệm ông Nguyễn Lê_Trung ( hiện là Phó_tổng_giám_đốc tài_chính ) vào vị_trí này",",93480,Bên,cạnh,Hội_đồng,quản_trị,AAA,đề_xuất,miễn_nhiệm,chức_vụ,Tổng_giám_đốc,Phạm_Ánh_Dương,bổ_nhiệm,Nguyễn,Lê_Trung,hiện,Phó_tổng_giám_đốc,tài_chính"
"107813 : Ông Lê_Đình_Vinh , Phó_chủ_tịch HĐQT FLC cho biết , nhân_sự cấp cao của FLC thời_gian tới không thay_đổi , do SGInvest có tới 98 % sở_hữu thuộc về ông Trịnh_Văn_Quyết",",107813,Ông,Lê_Đình_Vinh,Phó_chủ_tịch,HĐQT,FLC,nhân_sự,FLC,SGInvest,98,sở_hữu,Trịnh_Văn_Quyết"
"126692 : Bà Trần_Thị_Phương_Khanh , đảm_nhiệm chức_vụ Thành_viên Ban kiểm_soát COM đồng_thời là Phó_phòng Tài_chính - Kế_toán ở Saigon_Petro , cũng được ủy quyền giữ lượng cổ_phiếu COM như ông Phạm Văn_Thoại",",126692,Bà,Trần_Thị_Phương_Khanh,đảm_nhiệm,chức_vụ,Thành_viên,Ban,kiểm_soát,COM,Phó_phòng,Tài_chính,Kế_toán,Saigon_Petro,ủy,quyền,cổ_phiếu,COM,Phạm,Văn_Thoại"
"128429 : Ban điều_hành ACB đã chấp_thuận đơn từ_nhiệm của ông Trần_Xuân Giá khỏi vị_trí Chủ_tịch , nhân_sự còn lại cũng từ_chức Phó_chủ_tịch , bao_gồm ông Trịnh_Kim_Quang và ông Lê_Vũ_Kỳ",",128429,Ban,điều_hành,ACB,chấp_thuận,đơn,từ_nhiệm,Trần_Xuân,Giá,Chủ_tịch,nhân_sự,từ_chức,Phó_chủ_tịch,bao_gồm,Trịnh_Kim_Quang,Lê_Vũ_Kỳ"
"141440 : Cũng trong thời_gian này , 2 lãnh_đạo khác của Kinh_Đô là ông Trần_Tiến_Hoàng , Phó_tổng_giám_đốc và bà Vương Thu_Bình , Giám_đốc Ngân quỹ cũng đăng_ký bán bớt hoặc toàn_bộ cổ_phiếu",",141440,Cũng,2,lãnh_đạo,Kinh_Đô,Trần_Tiến_Hoàng,Phó_tổng_giám_đốc,Vương,Thu_Bình,Giám_đốc,Ngân,quỹ,đăng_ký,bớt,toàn_bộ,cổ_phiếu"
"142682 : Giao_dịch này mở_màn một chuỗi bán ra chứng_khoán KDC của 4 cổ_đông nội_bộ khác tại Kinh_Đô gồm 2 Phó_tổng , một Giám_đốc ngân quỹ và một Thành_viên Ban kiểm_soát",",142682,Giao_dịch,mở_màn,chuỗi,chứng_khoán,KDC,4,cổ_đông,nội_bộ,Kinh_Đô,2,Phó_tổng,Giám_đốc,ngân,quỹ,Thành_viên,Ban,kiểm_soát"
"143834 : Trước đó , một loạt lãnh_đạo công_ty cũng đăng_ký bán cổ_phiếu , trong đó có ông Hoàng_Trung và ông Nguyễn_Văn_Sơn , Ủy_viên HĐQT , bà Nguyễn_Thị_Lan Anh , Thành_viên Ban kiểm_soát",",143834,Trước,loạt,lãnh_đạo,công_ty,đăng_ký,cổ_phiếu,Hoàng_Trung,Nguyễn_Văn_Sơn,Ủy_viên,HĐQT,Nguyễn_Thị_Lan,Anh,Thành_viên,Ban,kiểm_soát"
"147696 : Trước đó , ông Đặng_Hồng_Anh là Phó_giám_đốc của Công_ty Thành Thành_Công ( nay là Tập_đoàn Thành Thành_Công , do mẹ ông là bà Huỳnh_Bích_Ngọc làm Chủ_tịch Hội_đồng quản_trị )",",147696,Trước,Đặng_Hồng_Anh,Phó_giám_đốc,Công_ty,Thành,Thành_Công,Tập_đoàn,Thành,Thành_Công,mẹ,Huỳnh_Bích_Ngọc,Chủ_tịch,Hội_đồng,quản_trị"
"149373 : Trước đó , Gò_Đàng cũng có kế_hoạch_hủy niêm_yết , đồng_thời 2 thành_viên HĐQT là ông Lê_Quang_Tuấn và ông Đỗ_Thiếu_Quân cũng xin từ_nhiệm từ ngày 5 / 12 với lý_do bận việc cá_nhân",",149373,Trước,Gò_Đàng,kế_hoạch_hủy,niêm_yết,2,thành_viên,HĐQT,Lê_Quang_Tuấn,Đỗ_Thiếu_Quân,từ_nhiệm,5,12,bận"
"152308 : Ngoài_ra , một_số lãnh_đạo khác tại Sacombank không nắm cổ_phiếu STB còn có các tổng_giám_đốc là ông Bùi_Văn Dũng , bà Nguyễn_Thị_Lệ_An , ông Nguyễn Bá_Trị và Kế_toán_trưởng , ông Huỳnh_Thanh_Giang",",152308,Ngoài_ra,lãnh_đạo,Sacombank,nắm,cổ_phiếu,STB,tổng_giám_đốc,Bùi_Văn,Dũng,Nguyễn_Thị_Lệ_An,Nguyễn,Bá_Trị,Kế_toán_trưởng,Huỳnh_Thanh_Giang"
"162825 : Một_số lãnh_đạo khác của Chứng_khoán Sài_Gòn trong hội_đồng quản_trị như ông Ngô_Văn_Điềm , ông Bùi_Quang Nghiêm chỉ sở_hữu số_lượng cổ_phiếu công_ty rất nhỏ , tỷ_lệ chưa đầy 0,1 %",",162825,Một_số,lãnh_đạo,Chứng_khoán,Sài_Gòn,hội_đồng,quản_trị,Ngô_Văn_Điềm,Bùi_Quang,Nghiêm,sở_hữu,số_lượng,cổ_phiếu,công_ty,tỷ_lệ,01"
"170351 : Cũng như ông Lê Hùng_Dũng , người đồng nhiệm tại Ngân_hàng Sài_Gòn Thương_Tín ( Sacombank - Mã CK : STB ) là ông Phạm_Hữu Phú cũng công_bố không giữ một cổ_phiếu nào của nhà_băng",",170351,Cũng,Lê,Hùng_Dũng,đồng,nhiệm,Ngân_hàng,Sài_Gòn,Thương_Tín,Sacombank,Mã,CK,STB,Phạm_Hữu,Phú,công_bố,cổ_phiếu,nhà_băng"
173211 : Trao_đổi với VnExpress,",173211,Trao_đổi,VnExpress"
"net , bà Nguyễn_Thị_Kim Yến , thành_viên Hội_đồng quản_trị kiêm Phó_tổng_giám_đốc Nhựa Bình_Minh cho hay , việc SCIC còn sở_hữu tại Bình_Minh hoàn_toàn không gây khó_khăn",",net,Nguyễn_Thị_Kim,Yến,thành_viên,Hội_đồng,quản_trị,kiêm,Phó_tổng_giám_đốc,Nhựa,Bình_Minh,SCIC,sở_hữu,Bình_Minh"
"173711 : Theo lãnh_đạo này , cơ_cấu sở_hữu sau đó cũng không có nhiều thay_đổi vì Công_ty Tam_Hỷ cũng đang do chính ông Vũ đảm_nhiệm chức Chủ_tịch kiêm Giám_đốc",",173711,Theo,lãnh_đạo,cơ_cấu,sở_hữu,Công_ty,Tam_Hỷ,Vũ,đảm_nhiệm,chức,Chủ_tịch,kiêm,Giám_đốc"
"175611 : Gần như toàn_bộ ban lãnh_đạo cũ , trong đó có ông Nguyễn_Đức_Thụy ( bầu Thụy ) làm Chủ_tịch cùng hai thành_viên Hội_đồng quản_trị đồng_loạt xin từ_chức",",175611,Gần,toàn_bộ,ban,lãnh_đạo,cũ,Nguyễn_Đức_Thụy,bầu,Thụy,Chủ_tịch,hai,thành_viên,Hội_đồng,quản_trị,đồng_loạt,từ_chức"
"183494 : Bà Hạnh là vợ của ông Lê_Văn Hướng , nguyên Chủ_tịch Hội_đồng quản_trị kiêm Giám_đốc JVC , người bị tạm giam để phục_vụ điều_tra làm rõ một_số sai_phạm cá_nhân",",183494,Bà,Hạnh,vợ,Lê_Văn,Hướng,nguyên,Chủ_tịch,Hội_đồng,quản_trị,kiêm,Giám_đốc,JVC,tạm,giam,phục_vụ,điều_tra,sai_phạm"
"184190 : Trong tháng 7 / 2015 , Vinamilk đã có sự thay_đổi nhân_sự chủ_chốt khi bà Mai_Kiều_Liên không còn kiêm_nhiệm chức Chủ_tịch HĐQT , bà Lê_Thị_Băng_Tâm được bầu thay_thế",",184190,Trong,7,2015,Vinamilk,nhân_sự,chủ_chốt,Mai_Kiều_Liên,kiêm_nhiệm,chức,Chủ_tịch,HĐQT,Lê_Thị_Băng_Tâm,bầu,thay_thế"
"192579 : Trong đó , bà Đỗ_Thị_Mai là người đại_diện theo pháp_luật của Công_ty Đầu_tư Quang_Đăng và bà Trần_Thị_Hương là người đại_diện theo pháp_luật của Công_ty Đầu_tư Lưu_Khuyên",",192579,Trong,Đỗ_Thị_Mai,đại_diện,pháp_luật,Công_ty,Đầu_tư,Quang_Đăng,Trần_Thị_Hương,đại_diện,pháp_luật,Công_ty,Đầu_tư,Lưu_Khuyên"
NHÓM 1 - 3 115324 : Sở giao_dịch chứng_khoán TP HCM công_bố thông_tin về giao_dịch giữa cổ_đông nội_bộ kiêm Ủy_viên HĐQT là ông Trần_Văn_Kỳ với Công_ty cổ_phần Y dược_phẩm Vimedimex ( VMD ),",NHÓM,1,3,115324,Sở,giao_dịch,chứng_khoán,TP,HCM,công_bố,thông_tin,giao_dịch,cổ_đông,nội_bộ,kiêm,Ủy_viên,HĐQT,Trần_Văn_Kỳ,Công_ty,cổ_phần,Y,dược_phẩm,Vimedimex,VMD"
"117193 : Sở giao_dịch chứng_khoán TP HCM thông_báo về việc thực_hiện giao_dịch giữa Công_ty cổ_phần Sản_xuất dịch_vụ Tân_Bình_Tanimex ( TIX ) và ông Trần_Quang_Trường , Thành_viên HĐQT kiêm Phó_tổng_giám_đốc TIX",",117193,Sở,giao_dịch,chứng_khoán,TP,HCM,thông_báo,giao_dịch,Công_ty,cổ_phần,Sản_xuất,dịch_vụ,Tân_Bình_Tanimex,TIX,Trần_Quang_Trường,Thành_viên,HĐQT,kiêm,Phó_tổng_giám_đốc,TIX"
"117605 : Sở giao_dịch chứng_khoán Hà_Nội thông_báo về giao_dịch giữa Công_ty cổ_phần Cơ_khí vận_tải_thương_mại Đại_Hưng ( DHL ) và cổ_đông Dương_Thị_Hà , chị ruột của Chủ_tịch HĐQT doanh_nghiệp này",",117605,Sở,giao_dịch,chứng_khoán,Hà_Nội,thông_báo,giao_dịch,Công_ty,cổ_phần,Cơ_khí,vận_tải_thương_mại,Đại_Hưng,DHL,cổ_đông,Dương_Thị_Hà,ruột,Chủ_tịch,HĐQT,doanh_nghiệp"
"118088 : Sở giao_dịch chứng_khoán Hà_Nội ( HNX ) công_bố thông_tin về giao_dịch giữa Công_ty cổ_phần Đầu_tư phát_triển Nhà Đà_Nẵng ( NDN ) và ông Nguyễn_Quang_Trung , Chủ_tịch HĐQT kiêm cổ_đông lớn",",118088,Sở,giao_dịch,chứng_khoán,Hà_Nội,HNX,công_bố,thông_tin,giao_dịch,Công_ty,cổ_phần,Đầu_tư,phát_triển,Nhà,Đà_Nẵng,NDN,Nguyễn_Quang_Trung,Chủ_tịch,HĐQT,kiêm,cổ_đông"
"118443 : Sở giao_dịch chứng_khoán TP HCM công_bố thông_tin giao_dịch giữa Công_ty cổ_phần Công_nghiệp Cao_su miền Nam ( CSM ) và bà Nguyễn_Thị_Thanh_Thiên_Kim_Loan , cổ_đông nội_bộ đồng_thời là em_gái Phó_tổng_giám_đốc",",118443,Sở,giao_dịch,chứng_khoán,TP,HCM,công_bố,thông_tin,giao_dịch,Công_ty,cổ_phần,Công_nghiệp,Cao_su,miền,Nam,CSM,Nguyễn_Thị_Thanh_Thiên_Kim_Loan,cổ_đông,nội_bộ,em_gái,Phó_tổng_giám_đốc"
"118563 : Sở giao_dịch chứng_khoán TP HCM công_bố thông_tin về giao_dịch giữa Công_ty cổ_phần Sản_xuất kinh_doanh Xuất_nhập_khẩu Bình_Thạnh ( GIL ) và cổ_đông nội_bộ kiêm Thành_viên Ban kiểm_soát , ông Đào_Sỹ_Trung",",118563,Sở,giao_dịch,chứng_khoán,TP,HCM,công_bố,thông_tin,giao_dịch,Công_ty,cổ_phần,Sản_xuất,kinh_doanh,Xuất_nhập_khẩu,Bình_Thạnh,GIL,cổ_đông,nội_bộ,kiêm,Thành_viên,Ban,kiểm_soát,Đào_Sỹ_Trung"
"121068 : Sở giao_dịch chứng_khoán Hà_Nội thông_báo về giao_dịch giữa Công_ty cổ_phần Khoáng_sản và Vật_liệu xây_dựng Hưng_Long ( KHL ) và ông Mai_Anh Tám , cổ_đông lớn kiêm Phó_chủ_tịch HĐQT công_ty",",121068,Sở,giao_dịch,chứng_khoán,Hà_Nội,thông_báo,giao_dịch,Công_ty,cổ_phần,Khoáng_sản,Vật_liệu,xây_dựng,Hưng_Long,KHL,Mai_Anh,Tám,cổ_đông,kiêm,Phó_chủ_tịch,HĐQT,công_ty"
"126960 : Sở Giao_dịch Chứng_khoán Hà_Nội_công_bố thông_tin giao_dịch giữa Công_ty cổ_phần Địa_ốc Sài_Gòn ( Sacomreal , mã : SCR ) và Công_ty cổ_phần Đầu_tư kiến_trúc xây_dựng Toàn_Thịnh_Phát do ông Huỳnh_Phú_Kiệt làm Chủ_tịch HĐQT",",126960,Sở,Giao_dịch,Chứng_khoán,Hà_Nội_công_bố,thông_tin,giao_dịch,Công_ty,cổ_phần,Địa_ốc,Sài_Gòn,Sacomreal,mã,SCR,Công_ty,cổ_phần,Đầu_tư,kiến_trúc,xây_dựng,Toàn_Thịnh_Phát,Huỳnh_Phú_Kiệt,Chủ_tịch,HĐQT"
"127903 : Ủy_ban Chứng_khoán Nhà_nước công_bố giao_dịch quyền mua cổ_phiếu giữa Công_ty cổ_phần Dịch_vụ Hàng_không Sân_bay Đà_Nẵng ( mã : MAS – UpCOM ) và cổ_đông nội_bộ , bà Nguyễn_Thị Thanh_Loan , Ủy_viên HĐQT",",127903,Ủy_ban,Chứng_khoán,Nhà_nước,công_bố,giao_dịch,quyền,mua,cổ_phiếu,Công_ty,cổ_phần,Dịch_vụ,Hàng_không,Sân_bay,Đà_Nẵng,mã,MAS,–,UpCOM,cổ_đông,nội_bộ,Nguyễn_Thị,Thanh_Loan,Ủy_viên,HĐQT"
"128407 : Sở Giao_dịch Chứng_khoán TP HCM công_bố thông_tin về giao_dịch cổ_phiếu giữa Công_ty cổ_phần Cao_su Đà_Nẵng ( mã : DRC ) và ông Đinh_Ngọc_Đạm , Thành_viên HĐQT kiêm Tổng_giám_đốc công_ty",",128407,Sở,Giao_dịch,Chứng_khoán,TP,HCM,công_bố,thông_tin,giao_dịch,cổ_phiếu,Công_ty,cổ_phần,Cao_su,Đà_Nẵng,mã,DRC,Đinh_Ngọc_Đạm,Thành_viên,HĐQT,kiêm,Tổng_giám_đốc,công_ty"
"132749 : Sở Giao_dịch Chứng_khoán TP HCM công_bố thông_tin giao_dịch giữa Công_ty cổ_phần Chế_biến và Xuất_nhập_khẩu Thủy_sản Cà_Mau ( CMX ) và bà Nguyễn_Thị_Đà , Người công_bố thông_tin tại doanh_nghiệp",",132749,Sở,Giao_dịch,Chứng_khoán,TP,HCM,công_bố,thông_tin,giao_dịch,Công_ty,cổ_phần,Chế_biến,Xuất_nhập_khẩu,Thủy_sản,Cà_Mau,CMX,Nguyễn_Thị_Đà,Người,công_bố,thông_tin,doanh_nghiệp"
"132755 : Sở Giao_dịch Chứng_khoán TP HCM công_bố thông_tin giao_dịch giữa Công_ty cổ_phần Khai_thác và chế_biến khoáng_sản Lào_Cai ( LCM ) và ông Phạm_Bá_Huy , Thành_viên HĐQT kiêm tổng_giám_đốc doanh_nghiệp",",132755,Sở,Giao_dịch,Chứng_khoán,TP,HCM,công_bố,thông_tin,giao_dịch,Công_ty,cổ_phần,Khai_thác,chế_biến,khoáng_sản,Lào_Cai,LCM,Phạm_Bá_Huy,Thành_viên,HĐQT,kiêm,tổng_giám_đốc,doanh_nghiệp"
"133949 : Sở Giao_dịch Chứng_khoán TP HCM công_bố kết_quả giao_dịch giữa Công_ty cổ_phần Kết_cấu kim_loại và Lắp máy dầu_khí ( PXS ) và ông Phạm Trung_Thực , em_trai ông Phạm Tất_Thành , Phó_giám_đốc doanh_nghiệp",",133949,Sở,Giao_dịch,Chứng_khoán,TP,HCM,công_bố,kết_quả,giao_dịch,Công_ty,cổ_phần,Kết_cấu,kim_loại,Lắp,máy,dầu_khí,PXS,Phạm,Trung_Thực,em_trai,Phạm,Tất_Thành,Phó_giám_đốc,doanh_nghiệp"
"134361 : Sở Giao_dịch Chứng_khoán TP HCM công_bố thông_tin giao_dịch giữa Công_ty cổ_phần Kết_cấu kim_loại và Lắp máy dầu_khí ( PXS ) và ông Nguyễn_Đình_Thế , Giám_đốc công_ty kiêm Ủy_viên HĐQT",",134361,Sở,Giao_dịch,Chứng_khoán,TP,HCM,công_bố,thông_tin,giao_dịch,Công_ty,cổ_phần,Kết_cấu,kim_loại,Lắp,máy,dầu_khí,PXS,Nguyễn_Đình_Thế,Giám_đốc,công_ty,kiêm,Ủy_viên,HĐQT"
