dest,source 
"_Chiều_ngược_lại,_10_cổ_phiếu_có_mức_tác_động_tích_cực_nhất_đã_hỗ_trợ_cho_Vn-Index_0,61_điểm,_trong_đó,_HPG_có_tác_động_tăng_điểm_lên_Vn-Index_mạnh_nhất_đạt_0,23_điểm,_kế_tiếp_là_PVF_và_DPR_có_mức_tăng_lần_lượt_là_0,08_điểm_và_0,06_điểm._",number_cổ_phiếu_có_mức_Vn-Index_number_điểm_trong_có_tăng_điểm_lên_Vn-Index_number_điểm_là_và_có_mức_tăng_là_number_điểm_và_number_điểm_
"_Trong_phiên,_10_cổ_phiếu_có_mức_tác_động_tích_cực_nhất_đã_hỗ_trợ_cho_Vn-Index_1,98_điểm,_trong_đó,_VNM_có_tác_động_tăng_điểm_lên_Vn-Index_mạnh_nhất_đạt1,09_điểm,_kế_tiếp_là_MSN_và_VCB_có_mức_tăng_lần_lượt_là_0,22_điểm_và_0,15_điểm._",phiên_number_cổ_phiếu_có_mức_Vn-Index_number_điểm_trong_có_tăng_điểm_lên_Vn-Index_number_điểm_là_và_có_mức_tăng_là_number_điểm_và_number_điểm_
"_Chiều_ngược_lại,_10_cổ_phiếu_có_mức_tác_động_tích_cực_nhất_đã_hỗ_trợ_cho_Vn-Index_2,98_điểm,_trong_đó,_GAS_có_tác_động_tăng_điểm_lên_Vn-Index_mạnh_nhất_đạt_1,11_điểm,_kế_tiếp_là_VNM_và_EIB_có_mức_tăng_lần_lượt_là_1,09_điểm_và_0,48_điểm._",number_cổ_phiếu_có_mức_Vn-Index_number_điểm_trong_có_tăng_điểm_lên_Vn-Index_number_điểm_là_và_có_mức_tăng_là_number_điểm_và_number_điểm_
"_Chiều_ngược_lại,_10_cổ_phiếu_có_mức_tác_động_tích_cực_nhất_đã_hỗ_trợ_cho_Vn-Index_2,03_điểm,_trong_đó,_VNM_có_tác_động_tăng_điểm_lên_Vn-Index_mạnh_nhất_đạt_1,09_điểm,_kế_tiếp_là_BVH_và_VCB_có_mức_tăng_lần_lượt_là_0,31_điểm_và_0,3_điểm._",number_cổ_phiếu_có_mức_Vn-Index_number_điểm_trong_có_tăng_điểm_lên_Vn-Index_number_điểm_là_và_có_mức_tăng_là_number_điểm_và_number_điểm_
"_Trong_phiên,_10_cổ_phiếu_có_mức_tác_động_tích_cực_nhất_đã_hỗ_trợ_cho_Vn-Index_2,36_điểm,_trong_đó,_MSN_có_tác_động_tăng_điểm_lên_Vn-Index_mạnh_nhất_đạt_0,9_điểm,_kế_tiếp_là_VNM_và_BVH_có_mức_tăng_lần_lượt_là_0,72_điểm_và_0,18_điểm._",phiên_number_cổ_phiếu_có_mức_Vn-Index_number_điểm_trong_có_tăng_điểm_lên_Vn-Index_number_điểm_là_và_có_mức_tăng_là_number_điểm_và_number_điểm_
"_Chiều_ngược_lại,_10_cổ_phiếu_có_mức_tác_động_tích_cực_nhất_đã_hỗ_trợ_cho_Vn-Index_0,34_điểm,_trong_đó,_GAS_có_tác_động_tăng_điểm_lên_Vn-Index_mạnh_nhất_đạt_0,12_điểm,_kế_tiếp_là_CII_và_SBT_có_mức_tăng_lần_lượt_là_0,08_điểm_và_0,04_điểm._",number_cổ_phiếu_có_mức_Vn-Index_number_điểm_trong_có_tăng_điểm_lên_Vn-Index_number_điểm_là_và_có_mức_tăng_là_number_điểm_và_number_điểm_
"_Chiều_ngược_lại,_10_cổ_phiếu_có_mức_tác_động_tích_cực_nhất_đã_hỗ_trợ_cho_Vn-Index_1,42_điểm,_trong_đó,_VNM_có_tác_động_tăng_điểm_lên_VN-Index_mạnh_nhất_đạt_0,72_điểm,_kế_tiếp_là_MBB_và_STB_tăng_lần_lượt_0,33_điểm_và_0,14_điểm._",number_cổ_phiếu_có_mức_Vn-Index_number_điểm_trong_có_tăng_điểm_lên_VN-Index_number_điểm_là_và_tăng_number_điểm_và_number_điểm_
"_Chiều_ngược_lại,_10_cổ_phiếu_có_mức_tác_động_tích_cực_nhất_đã_hỗ_trợ_cho_Vn-Index_1,16_điểm,_trong_đó,_MSN_có_tác_động_tăng_điểm_lên_Vn-Index_mạnh_nhất_đạt_0,45_điểm,_kế_tiếp_là_VNM_và_GAS_tăng_lần_lượt_0,36_điểm_và_0,12_điểm._",number_cổ_phiếu_có_mức_Vn-Index_number_điểm_trong_có_tăng_điểm_lên_Vn-Index_number_điểm_là_và_tăng_number_điểm_và_number_điểm_
"_Chiều_ngược_lại,_10_cổ_phiếu_có_mức_tác_động_tích_cực_nhất_đã_hỗ_trợ_cho_Vn-Index_0,27_điểm,_trong_đó,_DPR_có_tác_động_tăng_điểm_lên_Vn-Index_mạnh_nhất_đạt_0,06_điểm,_kế_tiếp_là_KDC_và_PDR_tăng_lần_lượt_0,04_điểm_và_0,03_điểm._",number_cổ_phiếu_có_mức_Vn-Index_number_điểm_trong_có_tăng_điểm_lên_Vn-Index_number_điểm_là_và_tăng_number_điểm_và_number_điểm_
"_Chiều_ngược_lại,_10_cổ_phiếu_có_mức_tác_động_tích_cực_nhất_đã_hỗ_trợ_cho_Vn-Index_0,38_điểm,_trong_đó,_HAG_có_tác_động_tăng_điểm_lên_Vn-Index_mạnh_nhất_đạt_0,11_điểm,_kế_tiếp_là_CTG_và_KDC_tăng_lần_lượt_0,1_điểm_và_0,04_điểm._",number_cổ_phiếu_có_mức_Vn-Index_number_điểm_trong_có_tăng_điểm_lên_Vn-Index_number_điểm_là_và_tăng_number_điểm_và_number_điểm_
"_Chiều_ngược_lại,_10_cổ_phiếu_có_mức_tác_động_tích_cực_nhất_đã_hỗ_trợ_cho_Vn-Index_0,69_điểm,_trong_đó,_GAS_có_tác_động_tăng_điểm_lên_Vn-Index_mạnh_nhất_đạt_0,25_điểm,_kế_tiếp_là_HPG_và_EIB_tăng_lần_lượt_0,16_điểm_và_0,08_điểm._",number_cổ_phiếu_có_mức_Vn-Index_number_điểm_trong_có_tăng_điểm_lên_Vn-Index_number_điểm_là_và_tăng_number_điểm_và_number_điểm_
"_Chiều_ngược_lại,_10_cổ_phiếu_có_mức_tác_động_tích_cực_nhất_đã_hỗ_trợ_cho_Vn-Index_0,29_điểm,_trong_đó,_HAG_và_STB_có_tác_động_tăng_điểm_lên_Vn-Index_mạnh_nhất_đều_đạt_0,07_điểm,_kế_tiếp_là_ALP_và_PDR_tăng_lần_lượt_0,04_điểm_và_0,03_điểm._",number_cổ_phiếu_có_mức_Vn-Index_number_điểm_trong_và_có_tăng_điểm_lên_Vn-Index_number_điểm_là_và_tăng_number_điểm_và_number_điểm_
"_Chiều_ngược_lại,_10_cổ_phiếu_có_mức_tác_động_tích_cực_nhất_đã_hỗ_trợ_cho_Vn-Index_0,70_điểm,_trong_đó,_VCB_có_tác_động_tăng_điểm_lên_Vn-Index_mạnh_nhất_đạt_0,15_điểm,_kế_tiếp_là_DHG_và_GAS_tăng_lần_lượt_0,13_điểm_và_0,12_điểm._",number_cổ_phiếu_có_mức_Vn-Index_number_điểm_trong_có_tăng_điểm_lên_Vn-Index_number_điểm_là_và_tăng_number_điểm_và_number_điểm_
"_Chiều_ngược_lại,_10_cổ_phiếu_có_mức_tác_động_tích_cực_nhất_đã_hỗ_trợ_cho_Vn-Index_0,67_điểm,_trong_đó,_MSN_có_tác_động_tăng_điểm_lên_Vn-Index_mạnh_nhất_đạt_0,22_điểm,_kế_tiếp_là_EIB_và_PPC_tăng_lần_lượt_0,16_điểm_và_0,09_điểm._NHÓM_294_",number_cổ_phiếu_có_mức_Vn-Index_number_điểm_trong_có_tăng_điểm_lên_Vn-Index_number_điểm_là_và_tăng_number_điểm_và_number_điểm_NHÓM_number_
"_Sự_bứt_phá_của_một_số_blue-chip_HPG,_REE,_FPT,_SAM_vào_cuối_phiên_giao_dịch_lấy_lại_đà_tăng_cho_Vn-Index._",của_và_phiên_giao_dịch_tăng_Vn-Index_
"_Bước_sang_đợt_2,_Vn-Index_le_lói_bật_xanh_trong_những_phút_đầu_nhờ_đà_tăng_điểm_của_một_số_cổ_phiếu_lớn._",đợt_number_Vn-Index_trong_đầu_tăng_điểm_của_cổ_phiếu_
"_Cuối_phiên,_Vn-Index_bất_ngờ_bật_tăng_thêm_2,82_điểm_nhờ_sự_phục_hồi_của_các_mã_blue-chip,_đặc_biệt_là_nhóm_cổ_phiếu_ngân_hàng._",phiên_Vn-Index_tăng_number_điểm_của_là_cổ_phiếu_
"_Sang_phiên_chiều,_Vn-Index_giữ_đà_tăng,_hàng_loạt_blue-chip_rổ_VN30_gặp_tín_hiệu_tốt_và_đua_nhau_tăng_điểm._",phiên_Vn-Index_tăng_number_và_tăng_điểm_
"_Sang_đợt_2,_Vn-Index_tiếp_tục_đà_tăng_với_trụ_đỡ_vững_chắc_từ_các_blue-chip_trong_rổ_VN30._",đợt_number_Vn-Index_tăng_với_trong_number_
"_Sang_buổi_chiều,_đà_giảm_của_VN-Index_đột_ngột_hãm_lại_do_một_loạt_cổ_phiếu_blue-chip_bất_ngờ_tăng_mạnh._",giảm_của_VN-Index_cổ_phiếu_tăng_
"_Sang_đợt_2,_đà_tăng_của_Vn-Index_tiếp_tục_được_củng_cố_dù_nhóm_blue-chip_trong_rổ_VN30_có_sự_phân_hóa_mạnh._",đợt_number_tăng_của_Vn-Index_trong_number_có_
"_Sang_phiên_chiều,_sự_hồi_phục_nhẹ_từ_các_blue-chip_rổ_VN30_giúp_Vn-Index_đảo_chiều_thành_công._",phiên_number_Vn-Index_
"_Một_vài_điểm_sáng_tập_trung_vào_các_mã_penny,_midcap_bất_động_sản_như_PTL,_NVN,_PPI_kéo_Vn-Index_đảo_chiều_trở_lại._",và_điểm_và_Vn-Index_
"_Trong_buổi_chiều,_sự_trở_lại_của_các_cổ_phiếu_vốn_hóa_lớn_rổ_VN30_đã_kéo_Vn-Index_chuyển_sắc_xanh._",của_cổ_phiếu_number_Vn-Index_
"_Từ_giữa_đợt_hai,_sự_hồi_phục_của_MSN,_GAS_mới_giúp_Vn-Index_đảo_chiều_tăng_nhẹ._NHÓM_295_",đợt_của_Vn-Index_tăng_NHÓM_number_
"_Đóng_góp_vào_mức_tăng_điểm_của_Vn-Index_là_các_cổ_phiếu_REE,_HAP,_SAV_với_lần_lượt_100,_100_và_400_đồng/cổ_phiếu._",và_mức_tăng_điểm_của_Vn-Index_là_cổ_phiếu_với_number_number_và_number_đồng_cổ_phiếu_
_GMD_và_SAM_đóng_góp_nhiều_nhất_vào_sự_hồi_phục_của_Vn-Index_với_các_mức_giá_tăng_lần_lượt_500_và_400_đồng/cổ_phiếu._,và_và_của_Vn-Index_với_mức_tăng_number_và_number_đồng_cổ_phiếu_
"_Tuy_nhiên,_chỉ_số_Vn-Index_vẫn_phục_hồi_chút_đỉnh_(0,13%),_lên_179,33_điểm_dưới_tác_động_của_ba_loại_cổ_phiếu_lên_giá_là_BBC,_BPC_và_TRI._",Vn-Index_number_%_lên_number_điểm_của_cổ_phiếu_lên_là_và_
"_BTC,_SAM_và_SGH_tăng_giá_(trung_bình_tăng_300_đồng/cổ_phiếu)_nhưng_không_đủ_để_chặn_đà_xuống_dốc_của_Vn-Index._",và_tăng_tăng_number_đồng_cổ_phiếu_của_Vn-Index_
"_Trong_số_các_tác_nhân_đẩy_lùi_VN-Index_đáng_chú_ý_có_SGH,_TS4_và_LAF_đều_có_mức_giảm_giá_trên_4%._",VN-Index_có_number_và_có_mức_giảm_number_%_
"_Tất_cả_21_loại_cổ_phiếu_còn_lại_hoặc_giảm_giá_hoặc_đứng_giá_đã_khiến_VN-Index_giảm_thêm_1,8%,_xuống_còn_265,03_điểm._",number_cổ_phiếu_giảm_VN-Index_giảm_number_%_number_điểm_
"_Chỉ_số_VN-Index_giảm_mạnh_trong_ngày_đầu_tuần_cũng_không_ngoài_lý_do_một_số_cổ_phiếu_như_BBC,_GMD,_TRI..._giảm_giá_mạnh._",VN-Index_giảm_trong_đầu_cổ_phiếu_giảm_
"_Việc_VN-Index_giảm_điểm_xuất_phát_từ_việc_có_đến_11_cổ_phiếu_cùng_giảm_giá,_trong_đó_GMD_-400_đồng_và_REE_-100_đồng._",VN-Index_giảm_điểm_có_number_cổ_phiếu_giảm_trong_number_đồng_và_number_đồng_
"_Trong_số_những_cổ_phiếu_giảm_giá,_nhân_tố_chính_gây_ra_mất_điểm_của_VN-Index_là_việc_REE_-200_đồng_và_SAM_-100_đồng._",cổ_phiếu_giảm_điểm_của_VN-Index_là_number_đồng_và_number_đồng_
"_11_loại_tăng_giá_100-200_đồng,_nhưng_sự_góp_mặt_của_cả_REE_và_SAM_trong_6_cổ_phiếu_giảm_giá_đã_khiến_VN-Index_mất_thêm_0,07_điểm._",number_tăng_number_number_đồng_của_và_trong_number_cổ_phiếu_giảm_VN-Index_number_điểm_
"_Ảnh_hưởng_lớn_nhất_đến_việc_mất_điểm_của_VN-Index_hôm_qua_gồm_GMD,_AGF,_DHA_(-500_đồng);_BBC,_KHA,_HAP_(-_200_đồng),_REE_-100_đồng._NHÓM_296_",điểm_của_VN-Index_number_đồng_number_đồng_number_đồng_NHÓM_number_
"_Vào_những_ngày_đầu_tháng_5_khi_VN-Index_vượt_550_điểm,_các_sàn_Bảo_Việt,_ACB,_VCB,_SSI_chật_cứng_nhà_đầu_tư._",đầu_number_VN-Index_number_điểm_nhà_đầu_tư_
_Phó_Tổng_giám_đốc_Sở_Giao_dịch_chứng_khoán_TP_HCM_Lê_Nhị_Năng_cũng_đồng_ý_rằng_xu_hướng_của_Vn-Index_sẽ_thể_hiện_sau_hai_phiên_nữa._,dịch_đồng_của_Vn-Index_phiên_
"_Báo_cáo_mới_đây_của_Công_ty_cổ_phần_Chứng_khoán_Rồng_Việt_nhận_định,_VN-Index_dễ_rung_lắc_trong_ngắn_hạn_do_chạm_đỉnh_lịch_sử._",của_cổ_VN-Index_trong_
"_Báo_cáo_chiến_lược_tháng_7_của_Công_ty_Chứng_khoán_Rồng_Việt_(VDSC)_nhận_định,_VN-Index_có_thể_dao_động_trong_vùng_940_-_985_điểm._",number_của_VN-Index_có_trong_number_number_điểm_
"_Công_ty_cổ_phần_Chứng_khoán_Bảo_Việt_(BVSC)_trong_bản_tin_đầu_tuần_đánh_giá,_nhiều_khả_năng_VN-Index_sẽ_dao_động_trong_vùng_955-971_điểm._",cổ_trong_đầu_VN-Index_trong_number_number_điểm_
"_Công_ty_cổ_phần_Chứng_khoán_Bảo_Việt_(BVSC)_cho_rằng,_nhiều_khả_năng_VN-Index_sẽ_dao_động_trong_vùng_955-971_điểm_trong_tuần_này._",cổ_VN-Index_trong_number_number_điểm_trong_
"_Công_ty_cổ_phần_Chứng_khoán_Bảo_Việt_(BVSC)_cho_rằng,_nhiều_khả_năng_VN-Index_sẽ_dao_động_trong_vùng_955-971_điểm_trong_tuần_này._",cổ_VN-Index_trong_number_number_điểm_trong_
"_Trong_khi_đó,_Công_ty_chứng_khoán_Bảo_Việt_(BVSC)_cho_rằng_VN-Index_khả_năng_sẽ_tiếp_tục_chịu_áp_lực_từ_vùng_kháng_cự_969-972_điểm_trong_ngắn_hạn._",VN-Index_number_number_điểm_trong_
"_Theo_Công_ty_cổ_phần_Chứng_khoán_Bảo_Việt_(BVSC),_VN-Index_nhiều_khả_năng_sẽ_thử_thách_vùng_kháng_cự_970-972_điểm_trong_những_phiên_đầu_tuần._",cổ_VN-Index_number_number_điểm_trong_phiên_đầu_
"_Thậm_chí,_Công_ty_cổ_phần_Chứng_khoán_Sài_Gòn_–_Hà_Nội_(SHS)_cảnh_báo_VN-Index_sẽ_xuống_kiểm_định_lại_vùng_đáy_940_điểm_được_xác_lập_vào_tháng_6_năm_ngoái._NHÓM_297_",cổ_VN-Index_number_điểm_và_number_NHÓM_number_
"_Kết_thúc_đợt_1,_Vn-Index_tăng_3,35_điểm,_tạm_dừng_ở_528,46_điểm._",đợt_number_Vn-Index_tăng_number_điểm_number_điểm_
"_Hết_đợt_1,_Vn-Index_tăng_nhẹ_2,5_điểm,_dừng_ở_mức_540,08_điểm._",đợt_number_Vn-Index_tăng_number_điểm_mức_number_điểm_
"_Kết_thúc_phiên,_Vn-Index_đóng_cửa_ở_428,67_điểm,_mất_4,8_điểm_(1,1%)._",phiên_Vn-Index_cửa_number_điểm_number_điểm_number_%_
"_Kết_thúc_phiên,_Vn-Index_dừng_ở_433,47_điểm,_tăng_6,42_điểm_(1,55%)._",phiên_Vn-Index_number_điểm_tăng_number_điểm_number_%_
"_Kết_thúc_phiên_sáng,_Vn-Index_tăng_2,8_điểm,_dừng_ở_453,53_điểm._",phiên_Vn-Index_tăng_number_điểm_number_điểm_
"_Kết_phiên,_Vn-Index_giảm_1,34_điểm,_dừng_ở_414,29_điểm._",phiên_Vn-Index_giảm_number_điểm_number_điểm_
"_Kết_thúc_buổi_sáng,_Vn-Index_tăng_4,87_điểm_(1,16%),_dừng_ở_423,08_điểm._",Vn-Index_tăng_number_điểm_number_%_number_điểm_
"_Kết_phiên,_Vn-Index_dừng_lại_ở_mức_397,51_điểm,_tăng_4,10_điểm_(1,04%)._",phiên_Vn-Index_mức_number_điểm_tăng_number_điểm_number_%_
"_Đóng_cửa,_Vn-Index_tăng_0,82_điểm,_dừng_ở_506,46_điểm._NHÓM_298_",cửa_Vn-Index_tăng_number_điểm_number_điểm_NHÓM_number_
"_Điều_này_dẫn_đến_kết_quả_khá_ấn_tượng_khi_chỉ_số_VN-Index_tăng_gần_6_điểm,_điều_hiếm_thấy_trong_các_phiên_giao_dịch_suốt_hai_tháng_vừa_qua._",tư_VN-Index_tăng_number_điểm_trong_phiên_giao_dịch_
"_Thực_chất,_mối_tác_động_qua_lại_giữa_Vn-Index_và_chỉ_số_MSCI_tại_châu_Á_trong_năm_vừa_qua_chỉ_ở_mức_-7%_(trong_khi_của_Ấn_Độ_là_87%)._",Vn-Index_và_trong_mức_number_%_trong_của_là_number_%_
"_Cũng_theo_Trưởng_phòng_phân_tích_đầu_tư_SMES,_Vn-Index_sẽ_tiếp_tục_tình_thế_giằng_co_trong_tuần_tới,_với_những_phiên_tăng_và_giảm_điểm_xen_kẽ._",đầu_tư_Vn-Index_trong_với_phiên_tăng_và_giảm_điểm_
"_Tính_từ_khi_thị_trường_chạm_đáy_và_bắt_đầu_hồi_phục_vào_ngày_24/2/2009,_nhóm_cổ_phiếu_này_cũng_chỉ_tăng_17,46%_so_với_mức_hồi_phục_33%_của_Vn-Index_và_40%_của_HaSTC-Index._",trường_và_đầu_và_number_number_number_cổ_phiếu_tăng_number_%_với_mức_number_%_của_Vn-Index_và_number_%_của_
_Đáng_lo_ngại_hơn_nữa_là_thanh_khoản_thị_trường_tiếp_tục_sụt_giảm_nghiêm_trọng_so_với_các_phiên_trước_và_Vn-Index_đã_lùi_xuống_dưới_mốc_440_điểm._,là_trường_giảm_với_phiên_và_Vn-Index_number_điểm_
"_Sau_một_tuần_giao_dịch,_Vn-Index_vẫn_tăng_thêm_được_3%_trong_khi_đó_HNX-Index_trung_bình_giảm_1,5%,_không_hề_tồi_chút_nào_trong_một_giai_đoạn_củng_cố._",giao_dịch_Vn-Index_tăng_number_%_trong_giảm_number_%_trong_
"_Dự_kiến_trong_tuần_này,_mức_độ_dao_động_sẽ_nhỏ_lại_và_Vn-Index_sẽ_có_các_phiên_tăng_điểm_nhẹ_đan_xem_cùng_các_phiên_điều_chỉnh._",trong_mức_và_Vn-Index_có_phiên_tăng_điểm_phiên_
"_Về_mặt_kỹ_thuật,_Vn-Index_đã_giảm_điểm_khá_mạnh_trong_tuần_giao_dịch_đầu_tiên_của_năm_mới,_nhưng_vẫn_đang_vận_động_trong_kênh_giá_tăng._",Vn-Index_giảm_điểm_trong_giao_dịch_đầu_của_trong_tăng_
_Thứ_nhất_việc_Vn-Index_tạo_đáy_trong_tuần_ở_mức_trên_490_điểm_một_lần_nữa_xác_định_kênh_xu_hướng_tăng_giá_trong_suốt_3_tuần_vừa_qua._,Vn-Index_trong_mức_number_điểm_tăng_trong_number_
_Mặc_dù_có_tới_3_phiên_giảm_điểm_nhưng_VN-Index_trong_tuần_trước_đã_tăng_1%_sau_tuyên_bố_của_chính_phủ_sẽ_hạ_lãi_suất_cho_vay_trong_thời_gian_tới._,có_number_phiên_giảm_điểm_VN-Index_trong_tăng_number_%_của_trong_
"_Tại_Việt_Nam,_sau_2_phiên_giao_giảm_điểm_liên_tiếp,_nhiều_ý_kiến_cho_rằng_Vn-Index_có_khả_năng_gặp_phải_lực_cản_lớn_trong_phiên_giao_dịch_sáng_nay._",number_phiên_giao_giảm_điểm_Vn-Index_có_trong_phiên_giao_dịch_
_Nhiều_khả_năng_VN-Index_sẽ_quay_trở_lại_kênh_xu_thế_cũ_và_tiếp_tục_giao_dịch_trong_biên_độ_hẹp_với_khối_lượng_giao_dịch_thấp_thêm_một_thời_gian_nữa._,VN-Index_giao_trong_giao_dịch_
_Những_lo_ngại_về_CPI_tháng_10_và_khả_năng_phá_giá_VND_dường_như_đã_phản_ánh_vào_giá_khi_chỉ_số_Vn-Index_đã_có_2_ngày_giảm_mạnh_giữa_tuần._,number_và_và_Vn-Index_có_number_giảm_
_Sự_khó_khăn_của_chứng_khoán_tháng_9_và_10_tưởng_như_tiếp_tục_kéo_dài_sang_tuần_đầu_tháng_11_khi_Vn-Index_và_HNX-Index_đồng_loạt_giảm_điểm_trong_cả_3_phiên_đầu._,của_number_và_number_tư_đầu_number_Vn-Index_và_đồng_giảm_điểm_trong_number_phiên_đầu_
_Nhiều_khả_năng_Vn-Index_tiếp_tục_dao_động_trong_biên_độ_hẹp_ở_phiên_đầu_tuần_tới_và_xu_hướng_của_thị_trường_sẽ_được_khẳng_định_trong_các_phiên_giao_dịch_giữa_tuần._,Vn-Index_trong_phiên_đầu_và_của_trường_trong_phiên_giao_dịch_
"_Trái_với_nỗi_lo_của_nhà_đầu_tư,_mặc_dù_Vn-Index_trong_quý_II_giảm_hơn_4%,_HNX-Index_giảm_0,28%,_khá_nhiều_cổ_phiếu_giảm_giá_mạnh_trong_tháng_5_và_tháng_6._",với_của_nhà_đầu_tư_Vn-Index_trong_giảm_number_%_giảm_number_%_cổ_phiếu_giảm_trong_number_và_number_
_Thị_trường_chứng_khoán_Việt_Nam_trong_những_ngày_đầu_tháng_10_không_để_lại_nhiều_dấu_ấn_rõ_rệt_khi_chỉ_số_Vn-Index_chỉ_dao_động_với_biên_độ_hẹp_quanh_mốc_390_điểm._,trường_trong_đầu_number_Vn-Index_với_number_điểm_
"_Bước_qua_tháng_8,_cả_ba_lần_tăng_giá_xăng_trong_tháng_này_lại_được_Vn-Index_“reo_mừng”_với_màu_xanh_của_bảng_điện._",number_tăng_trong_Vn-Index_với_của_
"_HNX-Index_vẫn_nằm_trong_xu_hướng_tăng_dù_yếu_hơn_so_với_Vn-Index,_ngoài_ra_chỉ_số_này_sẽ_sớm_quay_lại_đỉnh_cũ_trước_đó._",trong_tăng_với_Vn-Index_
"_Tuy_nhiên,_không_giống_VN-Index,_trong_ba_ngày_còn_lại_trong_tuần,_HNX-Index_chỉ_có_thứ_4_là_thường_lấy_lại_nhịp_tăng,_với_197_phiên._",VN-Index_trong_trong_có_number_là_tăng_với_number_phiên_
"_Từng_có_thời_điểm,_Vn-Index_mất_gần_33_điểm_còn_HNX-Index_rơi_xấp_xỉ_5_điểm_và_được_giới_đầu_tư_nhận_định_là_cú_giảm_mạnh_nhất_lịch_sử_thị_trường._",có_điểm_Vn-Index_number_điểm_number_điểm_và_đầu_tư_là_giảm_trường_
"_Từng_có_thời_điểm,_Vn-Index_giảm_trên_30_điểm_và_được_giới_phân_tích_nhìn_nhận_như_một_trong_những_cú_giảm_điểm_tồi_tệ_nhất_lịch_sử._",có_điểm_Vn-Index_giảm_number_điểm_và_trong_giảm_điểm_
"_Trong_giai_đoạn_sau_đó_(2001-2003),_nhiều_đợt_giảm_cũng_liên_tiếp_xuất_hiện_đưa_Vn-Index_xuống_130_điểm,_từng_được_coi_là_thấp_nhất_trong_lịch_sử_thị_trường._",number_number_đợt_giảm_Vn-Index_number_điểm_là_trong_trường_
_Hai_đường_xu_hướng_tăng_dài_hạn_từ_năm_2016_đến_nay_của_VN-Index_và_VN30_lần_lượt_tại_930_điểm_và_900_điểm_đã_bị_xuyên_thủng_trong_phiên_giao_dịch_24/10._,tăng_number_của_VN-Index_và_number_number_điểm_và_number_điểm_trong_phiên_giao_dịch_number_number_
"_Tuy_nhiên,_trái_với_dự_đoán_của_nhiều_nhóm_phân_tích,_VN-Index_giao_dịch_giằng_co_mạnh_trong_biên_độ_hẹp_và_đóng_cửa_trong_sắc_đỏ,_lại_lùi_về_dưới_ngưỡng_960._",với_của_VN-Index_giao_dịch_trong_và_cửa_trong_number_
"_Theo_SHS_dự_báo,_trong_phiên_giao_dịch_tiếp_theo_14/1,_VN-Index_có_thể_sẽ_tiếp_tục_trạng_thái_giằng_co_và_tích_lũy_trong_biên_độ_khoảng_950_-_970_điểm_như_diễn_biến_của_sáu_tuần_trước_đó._NHÓM_299_",trong_phiên_giao_dịch_number_number_VN-Index_có_và_trong_number_number_điểm_của_NHÓM_number_
"_Áp_lực_bán_ra_mạnh_trong_khi_lượng_mua_vào_vẫn_hết_sức_thận_trọng,_Vn-Index_bị_trừ_11,64_điểm._",trong_và_Vn-Index_number_điểm_
_Số_cổ_phiếu_nhà_đầu_tư_gom_vào_lúc_Vn-Index_dưới_ngưỡng_420_đã_kịp_sinh_lợi_nhuận_trong_tuần_này._,cổ_phiếu_nhà_đầu_tư_và_Vn-Index_number_trong_
"_Tâm_lý_thận_trọng_khiến_lực_mua_dè_chừng,_Vn-Index_đã_có_lúc_vượt_khỏi_mốc_470,_nhưng_không_duy_trì_lâu._",Vn-Index_có_number_
_Lực_bán_mạnh_với_đa_phần_cắt_lỗ_chặn_mọi_ngả_đường_đi_lên_của_Vn-Index._,với_lên_của_Vn-Index_
"_Áp_lực_bán_mạnh,_còn_lực_cầu_yếu_ớt_nên_chỉ_càng_làm_Vn-Index_mất_điểm_nhanh_hơn._",là_Vn-Index_điểm_
"_Tuy_vậy,_lực_bán_cổ_phiếu_vẫn_chiếm_ưu_thế_hoàn_toàn_và_nhanh_chóng_xô_Vn-Index_khỏi_ngưỡng_hỗ_trợ_390_điểm._",cổ_phiếu_và_Vn-Index_number_điểm_
_Hôm_nay_xu_thế_đi_ngang_lấn_lướt_cổ_phiếu_vốn_hóa_lớn_là_lực_cản_khiến_Vn-Index_không_thể_xuyên_thủng_ngưỡng_600_điểm._NHÓM_300_,cổ_phiếu_là_Vn-Index_number_điểm_NHÓM_number_
"_Việc_tăng_mạnh_của_Vn-Index,_đặc_biệt_là_trong_phiên_giao_dịch_hôm_nay,_phần_lớn_là_nhờ_tâm_lý_phấn_khởi,_lạc_quan_của_nhà_đầu_tư._",tăng_của_Vn-Index_là_trong_phiên_giao_dịch_là_của_nhà_đầu_tư_
_Khối_lượng_mua_vào_lớn_của_khối_ngoại_khiến_nhiều_nhà_đầu_tư_lo_ngại_về_diễn_biến_của_Vn-Index_những_phiên_tới._,và_của_nhà_đầu_tư_của_Vn-Index_phiên_
"_Vn-Index_phiên_này_điều_chỉnh_nhẹ,_song_thanh_khoản_tốt_của_thị_trường_vẫn_phản_ánh_dòng_tiền_lớn_đang_đổ_vào_chứng_khoán._",Vn-Index_phiên_của_trường_và_
_Sự_dè_dặt_của_bên_mua_cùng_thanh_khoản_thấp_phản_ánh_sự_đảo_chiều_của_Vn-Index_mới_chỉ_là_diễn_biến_tạm_thời._,của_của_Vn-Index_là_
_Việc_tăng_nóng_của_nhóm_cổ_phiếu_này_phản_ánh_kỳ_vọng_của_nhà_đầu_tư_vào_một_chu_kỳ_tăng_trong_trung_hạn_của_Vn-Index._,tăng_của_cổ_phiếu_của_nhà_đầu_tư_và_tăng_trong_của_Vn-Index_
